id,title,subtitle,authors,publisher,published_date,category
9.78007E+12,Building Integrated Business Intelligence Solutions with SQL Server 2008 R2 & Office 2010,,"Philo Janus, Stacia Misner",McGraw Hill Professional,2/22/2011,Business Analytics
9.78332E+12,Decision Support Systems VIII: Sustainable Data-Driven and Evidence-Based Decision Support,"4th International Conference, ICDSST 2018, Heraklion, Greece, May 22–25, 2018, Proceedings","Fatima Dargam, Pavlos Delias, Isabelle Linden, Bertrand Mareschal",Springer,5/15/2018,Business Analytics
9.78179E+12,Introduction to R for Business Intelligence,,Jay Gendron,Packt Publishing Ltd,8/26/2016,Business Analytics
9.78114E+12,Organization Design,Engaging with Change,Naomi Stanford,Routledge,12/4/2013,Business Analytics
9.78129E+12,Big Data Demystified,"How to use big data, data science and AI to make better business decisions and gain competitive advantage",David Stephenson,Pearson UK,2/12/2018,Business Analytics
9.78303E+12,Transgenerational Marketing,"Evolution, Expansion, and Experience",Rajagopal,Springer Nature,11/20/2019,Business Analytics
1259641481,"Delivering Business Intelligence with Microsoft SQL Server 2016, Fourth Edition",,Brian Larson,McGraw-Hill Education,11/2/2016,Business Analytics
9.78161E+12,Progressive Methods in Data Warehousing and Business Intelligence: Concepts and Competitive Analytics,Concepts and Competitive Analytics,"Taniar, David",IGI Global,2/28/2009,Business Analytics
9.78112E+12,Retail Analytics,The Secret Weapon,Emmett Cox,John Wiley & Sons,10/18/2011,Business Analytics
9.78075E+12,Scoring Points,How Tesco Continues to Win Customer Loyalty,"Clive Humby, Terry Hunt, Tim Phillips",Kogan Page Publishers,8/3/2008,Business Analytics
9.78112E+12,Business Intelligence and the Cloud,Strategic Implementation Guide,Michael S. Gendron,John Wiley & Sons,5/12/2014,Business Analytics
134057600,Global Business Analytics Models,"Concepts and Applications in Predictive, Healthcare, Supply Chain, and Finance Analytics",Hokey Min,Financial Times/Prentice Hall,2/29/2016,Business Analytics
9.78039E+12,Naked Statistics: Stripping the Dread from the Data,,Charles Wheelan,W. W. Norton & Company,1/7/2013,Business Analytics
3030437175,Beyond Business Analytics,The Foundations of Behavioral Perspective Theory,Eliezer Geisler,Palgrave Macmillan,9/3/2022,Business Analytics
938604241X,Winning on HR Analytics,Leveraging Data for Competitive Advantage,"Ramesh Soundararajan, Kuldeep Singh",Sage Publications Pvt. Limited,12/8/2016,Business Analytics
9.78332E+12,Information Technology - New Generations,15th International Conference on Information Technology,Shahram Latifi,Springer,4/12/2018,Business Analytics
9.78332E+12,Conceptual Modeling,"35th International Conference, ER 2016, Gifu, Japan, November 14-17, 2016, Proceedings","Isabelle Comyn-Wattiau, Katsumi Tanaka, Il-Yeol Song, Shuichiro Yamamoto, Motoshi Saeki",Springer,11/7/2016,Business Analytics
1773610279,Business Analysis,,Daizy Kaur,Society Publishing,11/1/2017,Business Analytics
1543700527,Stratégie,Business Intelligence & Analytics,Anupama Rajesh,PartridgeIndia,7/6/2017,Business Analytics
9.78163E+12,Market Data Analysis Using JMP (Hardcover edition),,Walter R. Paczkowski,SAS Institute,2/5/2018,Business Analytics
9.78113E+12,Concepts in Enterprise Resource Planning,,"Ellen Monk, Bret Wagner",Cengage Learning,3/5/2012,Business Analytics
9.78147E+12,CIMA - P3 Risk Management,,BPP Learning Media,BPP Learning Media,6/30/2015,Business Analytics
9.78047E+12,Pentaho Solutions,Business Intelligence and Data Warehousing with Pentaho and MySQL,"Roland Bouman, Jos van Dongen",John Wiley & Sons,9/23/2010,Business Analytics
9.78112E+12,Too Big to Ignore,The Business Case for Big Data,Phil Simon,John Wiley & Sons,3/5/2013,Business Analytics
9.78114E+12,Routledge Handbook of Research Methods in Military Studies,,"Joseph Soeters, Patricia M. Shields, Sebastiaan Rietjens",Routledge,6/27/2014,Business Analytics
9.78332E+12,Decision Support Systems VI - Addressing Sustainability and Societal Challenges,"2nd International Conference, ICDSST 2016, Plymouth, UK, May 23–25, 2016, Proceedings","Shaofeng Liu, Boris Delibašić, Festus Oderanti",Springer,5/17/2016,Business Analytics
9.78152E+12,Technology Optimization and Change Management for Successful Digital Supply Chains,,"Sabri, Ehap",IGI Global,3/1/2019,Business Analytics
9.78163E+12,Business unIntelligence,Insight and Innovation beyond Analytics and Big Data,Dr. Barry Devlin,Technics Publications,10/1/2013,Business Analytics
9.78163E+12,Business Analysis for Practitioners,A Practice Guide,Project Management Institute,Project Management Institute,1/1/2015,Business Analytics
9.78135E+12,Pricing Analytics,Models and Advanced Quantitative Techniques for Product Pricing,Walter R. Paczkowski,Routledge,6/27/2018,Business Analytics
9.78145E+12,Lean Analytics,Use Data to Build a Better Startup Faster,"Alistair Croll, Benjamin Yoskovitz","""O'Reilly Media, Inc.""",4/15/2013,Business Analytics
9.78179E+12,Annals of Entrepreneurship Education and Pedagogy – 2021,,"Charles H. Matthews, Eric W. Liguori",Edward Elgar Publishing,1/29/2021,Business Analytics
9.78153E+12,"Foundations of Programming, Statistics, and Machine Learning for Business Analytics",,"Ram Gopal, Dan Philps, Tillman Weyde",SAGE,4/29/2023,Business Analytics
9.78031E+12,Science Professionals,Master's Education for a Competitive World,"National Research Council, Policy and Global Affairs, Board on Higher Education and Workforce, Committee on Enhancing the Masters Degree in the Natural Sciences",National Academies Press,9/26/2008,Business Analytics
134633288,Business Intelligence,A Managerial Perspective on Analytics,"Ramesh Sharda, Dursun Delen, Efraim Turban",Pearson,1/13/2017,Business Analytics
9.78981E+12,"Advances in Tourism, Technology and Systems","Selected Papers from ICOTTS 2021, Volume 1","António Abreu, Dália Liberato, Juan Carlos Garcia Ojeda",Springer Nature,7/25/2022,Business Analytics
1516595769,Management Science,A Dialectical Approach (First Edition),"William Swart, Ken MacLeod",Cognella Academic Publishing,1/11/2021,Business Analytics
9.78112E+12,Trade-Based Money Laundering,The Next Frontier in International Money Laundering Enforcement,John A. Cassara,John Wiley & Sons,10/29/2015,Business Analytics
9.78112E+12,Getting a Big Data Job For Dummies,,Jason Williamson,John Wiley & Sons,12/31/2014,Business Analytics
303121479X,Applied Linear Regression for Business Analytics with R,A Practical Guide to Data Science with Case Studies,Daniel P. McGibney,Springer,4/24/2023,Business Analytics
9.78007E+12,Microsoft® SQL Server 2008 R2 Analytics & Data Visualization,,"Doug Harts, Jim Dugan, Tricia Almas",McGraw Hill Professional,9/30/2010,Business Analytics
9.78981E+12,Advances in Analytics and Applications,,Arnab Kumar Laha,Springer,9/7/2018,Business Analytics
9.78304E+12,Big Data Research for Social Sciences and Social Impact,,"Miltiadis D. Lytras, Anna Visvizi, Kwok Tai Chui",MDPI,3/19/2020,Business Analytics
9.78007E+12,Oracle Business Intelligence 11g Developers Guide,,Mark Rittman,McGraw Hill Professional,9/22/2012,Business Analytics
9.78178E+12,Social Media Audits,Achieving Deep Impact Without Sacrificing the Bottom Line,Urs E Gattiker,Chandos Publishing,10/31/2013,Business Analytics
9.78143E+12,PowerPivot for Business Intelligence Using Excel and SharePoint,,Barry Ralston,Apress,7/14/2011,Business Analytics
9.78152E+12,"Encyclopedia of Information Science and Technology, Fourth Edition",,"Khosrow-Pour, D.B.A., Mehdi",IGI Global,6/20/2017,Business Analytics
1032474289,Advanced Problem Solving Using Maple,"Applied Mathematics, Operations Research, Business Analytics, and Decision Analysis","William P. Fox, William Bauldry",CRC Press,1/9/2023,Business Analytics
1628250690,Business Analysis for Practitioners,A Practice Guide,Project Management Institute,Project Management Inst,1/1/2015,Business Analytics
9.7818E+12,Learning Tableau 2020,"Create effective data visualizations, build interactive visual analytics, and transform your organization, 4th Edition",Joshua N. Milligan,Packt Publishing Ltd,8/31/2020,Business Analytics
9.78026E+12,Big Data Is Not a Monolith,,"Cassidy R. Sugimoto, Hamid R. Ekbia, Michael Mattioli",MIT Press,10/21/2016,Business Analytics
359884865,Analytics,"Business Intelligence, Algorithms and Statistical Analysis",Todd J. Blatt,Lulu.com,8/29/2019,Business Analytics
9.78152E+12,Improving E-Commerce Web Applications Through Business Intelligence Techniques,,"Sreedhar, G.",IGI Global,2/2/2018,Business Analytics
9.78112E+12,Marketing Analytics,Data-Driven Techniques with Microsoft Excel,Wayne L. Winston,John Wiley & Sons,1/13/2014,Business Analytics
9.78007E+12,IBM Cognos Business Intelligence 10: The Official Guide,,"Dan Volitich, Gerard Ruppert",McGraw Hill Professional,4/27/2012,Business Analytics
9.78112E+12,Applied Predictive Analytics,Principles and Techniques for the Professional Data Analyst,Dean Abbott,John Wiley & Sons,4/14/2014,Business Analytics
9.78191E+12,ECGBL2015-9th European Conference on Games Based Learning,ECGBL2015,Robin Munkvold and Line Kolås,Academic Conferences and publishing limited,9/18/2015,Business Analytics
3031242939,Operational Research in the Era of Digital Transformation and Business Analytics,"BALCOR 2020, Thessaloniki, Greece, September 30-October 3, 2020","Nikolaos F. Matsatsinis, Fotis C. Kitsios, Michael A. Madas, Maria I. Kamariotou",Springer,3/16/2023,Business Analytics
9.78007E+12,Oracle Business Intelligence Applications,Deliver Value Through Rapid Implementations,"Simon Miller, William Hutchinson",McGraw Hill Professional,6/28/2013,Business Analytics
9.78142E+12,Big Data at Work,"Dispelling the Myths, Uncovering the Opportunities",Thomas Davenport,Harvard Business Review Press,2/4/2014,Business Analytics
9.781E+12,Business Intelligence and Big Data,Drivers of Organizational Success,Celina M. Olszak,CRC Press,11/18/2020,Business Analytics
9.78112E+12,Data Science and Big Data Analytics,"Discovering, Analyzing, Visualizing and Presenting Data",EMC Education Services,John Wiley & Sons,1/27/2015,Business Analytics
9.78026E+12,"Fundamentals of Machine Learning for Predictive Data Analytics, second edition","Algorithms, Worked Examples, and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife DArcy",MIT Press,10/20/2020,Business Analytics
9.78135E+12,Management Consultancy,The Role of the Change Agent,"Julian Randall, Bernard Burnes, Allan J. Sim",Bloomsbury Publishing,9/19/2018,Business Analytics
1788297237,Mastering Microsoft Power Bi,,Brett Powell,Packt Publishing,3/29/2018,Business Analytics
9.78152E+12,Sentiment Analysis and Knowledge Discovery in Contemporary Business,,"Rajput, Dharmendra Singh, Thakur, Ramjeevan Singh, Basha, S. Muzamil",IGI Global,8/31/2018,Business Analytics
9.78112E+12,Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,,"Sivakumar Harinath, Ronald Pihlgren, Denny Guang-Yeu Lee, John Sirmon, Robert M. Bruckner",John Wiley & Sons,10/2/2012,Business Analytics
1111972281,Business Analysis and Valuation,,"Krishna G. Palepu, Paul M. Healy",South-Western Pub,11/9/2012,Business Analytics
9.78007E+12,Oracle Business Intelligence Applications: Deliver Value Through Rapid Implementations,,"Simon Miller, William Hutchinson",McGraw Hill Professional,7/5/2013,Business Analytics
1118582691,Management Science,The Art of Modeling with Spreadsheets,"Stephen G. Powell, Kenneth R. Baker",Wiley,10/7/2013,Business Analytics
1538834235,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,12/20/2016,Business Analytics
1538834138,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,12/20/2016,Business Analytics
253016282,Introductory Business Analytics,An Introduction to Analytical Techniques,"Kari Johnson, Jay Newquist, Aaron B. Perry, Christopher G. Robbins, Sarah P. Sherry, Daniel Carroll",Indiana University Press,7/7/2014,Business Analytics
1547089296,Data Analytics,Become a Master in Data Analytics,Richard Dorsey,Createspace Independent Publishing Platform,6/2/2017,Business Analytics
9.78129E+12,"eBook Instant Access for Business Intelligence, Global Edition",,"Ramesh Sharda, Efraim Turban, Dursun Delen, David King",Pearson Higher Ed,4/17/2015,Business Analytics
1538834197,STUDYGUIDE FOR ESSENTIALS OF B,,Cram101 Textbook Reviews,Cram101,12/20/2016,Business Analytics
9.78047E+12,Performance Dashboards,"Measuring, Monitoring, and Managing Your Business",Wayne W. Eckerson,John Wiley & Sons,10/27/2005,Business Analytics
9.78152E+12,Predicting Trends and Building Strategies for Consumer Engagement in Retail Environments,,"Granata, Giuseppe, Moretta Tartaglione, Andrea, Tsiakis, Theodosios",IGI Global,5/30/2019,Business Analytics
9.78112E+12,Applied Microsoft Business Intelligence,,Jessica M. Moss,John Wiley & Sons,5/26/2015,Business Analytics
9.78007E+12,Oracle Business Intelligence Discoverer 11g Handbook,,"Michael Armstrong-Smith, Darlene Armstrong-Smith",McGraw Hill Professional,11/5/2013,Business Analytics
9.7818E+12,A Research Agenda for Knowledge Management and Analytics,,Jay Liebowitz,Edward Elgar Publishing,1/29/2021,Business Analytics
9.78043E+12,Deep Data Analytics for New Product Development,,Walter R. Paczkowski,Routledge,2/19/2020,Business Analytics
9.7818E+12,Managing AI Wisely,From Development to Organizational Change in Practice,"Waardenburg, Lauren, Huysman, Marleen, Agterberg, Marlous",Edward Elgar Publishing,10/12/2021,Business Analytics
9.78149E+12,97 Things Every Engineering Manager Should Know,Collective Wisdom from the Experts,Camille Fournier,O'Reilly Media,11/21/2019,Business Analytics
9.78163E+12,Audiology Practice Management,,Brian J. Taylor,Thieme,1/18/2019,Business Analytics
9.78112E+12,The Data Warehouse Toolkit,The Complete Guide to Dimensional Modeling,"Ralph Kimball, Margy Ross",John Wiley & Sons,8/8/2011,Business Analytics
9.78007E+12,Oracle NoSQL Database,Real-Time Big Data Management for the Enterprise,"Maqsood Alam, Aalok Muley, Chaitanya Kadaru, Ashok Joshi",McGraw Hill Professional,12/6/2013,Business Analytics
9.78165E+12,Enterprise Systems and Technological Convergence,Research and Practice,Sam Goundar,IAP,1/1/2021,Business Analytics
9.78112E+12,Professional Hadoop Solutions,,"Boris Lublinsky, Kevin T. Smith, Alexey Yakubovich",John Wiley & Sons,9/23/2013,Business Analytics
9.78179E+12,New Methods of Market Research and Analysis,,G. Scott Erickson,Edward Elgar Publishing,10/27/2017,Business Analytics
9.78007E+12,Wireless Mobility: The Why of Wireless,,Neil Reid,McGraw Hill Professional,1/5/2010,Business Analytics
9.78007E+12,Master Competitive Analytics with Oracle Endeca Information Discovery,,"Helen Sun, William Smith",McGraw Hill Professional,9/24/2014,Business Analytics
9.78939E+12,Business Intelligence Demystified,Understand and Clear All Your Doubts and Misconceptions About BI (English Edition),Anoop Kumar V K,BPB Publications,9/25/2021,Business Analytics
9.781E+12,Creating Value with Data Analytics in Marketing,Mastering Data Science,"Peter C. Verhoef, Edwin Kooge, Natasha Walk, Jaap E. Wieringa",Routledge,11/8/2021,Business Analytics
9.78161E+12,Global Business,"Concepts, Methodologies, Tools and Applications","Mehdi Khosrowpour, Information Resources Management Association",IGI Global,1/1/2011,Business Analytics
9.78112E+12,People Analytics in the Era of Big Data,"Changing the Way You Attract, Acquire, Develop, and Retain Talent","Jean Paul Isson, Jesse S. Harriott",John Wiley & Sons,4/25/2016,Business Analytics
9.78935E+12,Winning In The Digital Age,Seven Building Blocks of a Successful Digital Transformation,Nitin Seth,Penguin Random House India Private Limited,2/25/2021,Business Analytics
